id,gender,city,year,group_size,tom,bumo,bumo_previous,most_favourite,age,age_group,age_sub_group,mpi,mpi_detail,mpi_mean,occupation,occupation_group,cluster,most_favourite_group,cluster_name
816649,Male,Hà Nội,2019,4.0,Other 1,Other 1,Refuse,Other 1,28.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Seekers
816708,Female,Hồ Chí Minh,2019,3.0,Highlands Coffee,Highlands Coffee,Other 1,Highlands Coffee,34.0,30 - 39,30 - 34,9 - 14.9, 9  - 11.99  ,10499.0,Freelance,Self Employed,3,Major Chains,Quality-First Consumers
816711,Female,Cần Thơ,2019,4.0,Other 1,Other 1,Refuse,Other 1,21.0,20 - 29,20 - 24,9 - 14.9, 12  - 14.99  ,13499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,3,Other,Quality-First Consumers
816713,Male,Hải Phòng,2019,4.0,Other 1,Other 1,Refuse,Other 1,53.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Freelance,Self Employed,0,Other,Routine Consumers
816723,Female,Đà Nẵng,2019,2.0,Other 1,Other 1,Refuse,Other 1,50.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,0,Other,Routine Consumers
816730,Female,Nha Trang,2019,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),34.0,30 - 39,30 - 34,9 - 14.9, 9  - 11.99  ,10499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,3,Street,Quality-First Consumers
816754,Male,Hồ Chí Minh,2019,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),38.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Street,Social Seekers
816824,Female,Hồ Chí Minh,2019,4.0,Other 1,Other 1,Refuse,Other 1,17.0,16 - 19,16 - 19,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Other,Experience Enthusiasts
816844,Male,Đà Nẵng,2019,5.0,Street / Half street coffee (including carts),Other 2,Refuse,Other 2,27.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Other,Social Seekers
816870,Male,Nha Trang,2019,3.0,Other 1,Other 1,Refuse,Other 1,26.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
816873,Female,Hải Phòng,2019,3.0,Highlands Coffee,Highlands Coffee,Milano,Highlands Coffee,29.0,20 - 29,25 - 29,9 - 14.9, 9  - 11.99  ,10499.0,Officer - Staff level,Office Worker,3,Major Chains,Quality-First Consumers
816880,Female,Hà Nội,2019,4.0,Cộng Cà Phê,Cộng Cà Phê,The Coffee House,Cộng Cà Phê,29.0,20 - 29,25 - 29,9 - 14.9, 9  - 11.99  ,10499.0,Freelance,Self Employed,3,Major Chains,Quality-First Consumers
816882,Female,Cần Thơ,2019,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Other 1,49.0,40 - 60,45+,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,0,Other,Routine Consumers
816901,Female,Cần Thơ,2019,5.0,The Coffee House,Other 1,Refuse,Other 1,24.0,20 - 29,20 - 24,9 - 14.9, 12  - 14.99  ,13499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,3,Other,Quality-First Consumers
816906,Male,Nha Trang,2019,4.0,Other 1,Other 1,Refuse,Other 1,30.0,30 - 39,30 - 34,25+, 20  - 24.99  ,22499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,3,Other,Quality-First Consumers
816928,Female,Đà Nẵng,2019,2.0,Other 1,Other 1,Refuse,Other 1,57.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Housewife,Non-working,0,Other,Routine Consumers
816929,Male,Đà Nẵng,2019,6.0,Other 1,Other 1,Refuse,Highlands Coffee,24.0,20 - 29,20 - 24,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Major Chains,Social Seekers
816932,Male,Hải Phòng,2019,3.0,Highlands Coffee,Highlands Coffee,Refuse,Other 1,26.0,20 - 29,25 - 29,9 - 14.9, 12  - 14.99  ,13499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,3,Other,Quality-First Consumers
816940,Female,Hà Nội,2019,6.0,Starbucks,The Coffee House,Urban Station,The Coffee House,23.0,20 - 29,20 - 24,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
816970,Male,Hà Nội,2019,4.0,Other 1,Other 1,Refuse,Other 1,39.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
816972,Female,Hồ Chí Minh,2019,4.0,Trung Nguyên,Trung Nguyên,Street / Half street coffee (including carts),Trung Nguyên,36.0,30 - 39,35 - 39,9 - 14.9, 12  - 14.99  ,13499.0,Officer - Staff level,Office Worker,3,Major Chains,Quality-First Consumers
816997,Female,Hải Phòng,2019,4.0,Other 1,Other 1,Other 2,Other 1,37.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
817010,Male,Hải Phòng,2019,2.0,Trung Nguyên,Highlands Coffee,Refuse,Highlands Coffee,44.0,40 - 60,40 - 44,25+, 15  - 19.99  ,17499.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,0,Major Chains,Routine Consumers
817023,Male,Hà Nội,2019,4.0,Highlands Coffee,Highlands Coffee,Other 2,Highlands Coffee,32.0,30 - 39,30 - 34,9 - 14.9, 12  - 14.99  ,13499.0,Civil servant  - Middle Management,Office Worker,3,Major Chains,Quality-First Consumers
817031,Male,Đà Nẵng,2019,4.0,Long Cafe,Long Cafe,Refuse,Long Cafe,34.0,30 - 39,30 - 34,9 - 14.9, 12  - 14.99  ,13499.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,3,Other,Quality-First Consumers
817042,Male,Đà Nẵng,2019,1.0,Other 1,Other 1,Refuse,Other 1,46.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Freelance,Self Employed,0,Other,Routine Consumers
817057,Male,Đà Nẵng,2019,3.0,Other 1,Other 1,Refuse,Other 1,47.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
817059,Female,Hồ Chí Minh,2019,4.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,22.0,20 - 29,20 - 24,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
817086,Male,Hồ Chí Minh,2019,5.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,36.0,30 - 39,35 - 39,9 - 14.9, 9  - 11.99  ,10499.0,Officer - Staff level,Office Worker,3,Other,Quality-First Consumers
817116,Female,Hải Phòng,2019,3.0,Other 1,Other 3,Other 1,Other 3,56.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,Freelance,Self Employed,0,Other,Routine Consumers
817121,Male,Hải Phòng,2019,4.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,27.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,1,Major Chains,Social Seekers
817190,Male,Đà Nẵng,2019,1.0,Other 1,Other 1,Đen Đá,Other 1,59.0,40 - 60,45+,< 4.5, 3  - 4.49  ,3749.0,Retirement,Non-working,0,Other,Routine Consumers
817282,Male,Đà Nẵng,2019,2.0,Other 1,Other 1,Refuse,Trung Nguyên,44.0,40 - 60,40 - 44,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Freelance,Self Employed,0,Major Chains,Routine Consumers
817317,Female,Đà Nẵng,2019,4.0,The Coffee House,Highlands Coffee,Phúc Long,Highlands Coffee,19.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
817426,Male,Đà Nẵng,2019,4.0,Other 1,Other 1,Refuse,Other 1,40.0,40 - 60,40 - 44,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Agriculture / Forestry (Fishing, planting, farming)",Service & Agriculture,1,Other,Social Seekers
817454,Female,Hà Nội,2019,4.0,Trung Nguyên,Trung Nguyên,Refuse,Trung Nguyên,42.0,40 - 60,40 - 44,25+, 15  - 19.99  ,17499.0,Self Employed  - Company owner (under 10 employees),Self Employed,0,Major Chains,Routine Consumers
817462,Female,Hà Nội,2019,4.0,Other 1,Other 1,Refuse,Other 1,46.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,0,Other,Routine Consumers
817470,Male,Hà Nội,2019,5.0,Cộng Cà Phê,Cộng Cà Phê,Refuse,Cộng Cà Phê,31.0,30 - 39,30 - 34,25+, 15  - 19.99  ,17499.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,3,Major Chains,Quality-First Consumers
817471,Female,Hà Nội,2019,5.0,Aha Cafe,Aha Cafe,Refuse,Aha Cafe,27.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Seekers
817474,Female,Hà Nội,2019,3.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,49.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
817476,Female,Hà Nội,2019,3.0,Starbucks,The Coffee House,Refuse,Starbucks,37.0,30 - 39,35 - 39,9 - 14.9, 12  - 14.99  ,13499.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,3,Major Chains,Quality-First Consumers
817486,Male,Hồ Chí Minh,2019,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),50.0,40 - 60,45+,9 - 14.9, 9  - 11.99  ,10499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,0,Street,Routine Consumers
817503,Female,Đà Nẵng,2019,2.0,Highlands Coffee,Highlands Coffee,Street / Half street coffee (including carts),Highlands Coffee,19.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
817521,Male,Cần Thơ,2019,4.0,Other 1,Other 3,Refuse,Other 3,35.0,30 - 39,35 - 39,25+, 15  - 19.99  ,17499.0,Freelance,Self Employed,3,Other,Quality-First Consumers
817548,Female,Nha Trang,2019,3.0,Highlands Coffee,Highlands Coffee,Mê Trang,Highlands Coffee,48.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Major Chains,Routine Consumers
817550,Female,Đà Nẵng,2019,5.0,Other 1,Other 1,Refuse,Other 1,54.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,0,Other,Routine Consumers
817559,Female,Hà Nội,2019,3.0,Cộng Cà Phê,Trung Nguyên,Refuse,Trung Nguyên,56.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Retirement,Non-working,0,Major Chains,Routine Consumers
817562,Male,Cần Thơ,2019,5.0,Other 1,Other 1,Mê Trang,Mê Trang,24.0,20 - 29,20 - 24,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Seekers
817568,Female,Hà Nội,2019,4.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,35.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
817588,Female,Đà Nẵng,2019,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Trung Nguyên,54.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,0,Major Chains,Routine Consumers
817607,Male,Hồ Chí Minh,2019,3.0,Highlands Coffee,Milano,Street / Half street coffee (including carts),Milano,25.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Seekers
817624,Male,Nha Trang,2019,4.0,Other 1,Other 1,Refuse,Other 1,42.0,40 - 60,40 - 44,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Agriculture / Forestry (Fishing, planting, farming)",Service & Agriculture,0,Other,Routine Consumers
817646,Female,Hà Nội,2019,3.0,Other 1,Other 1,Refuse,Other 1,37.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
817681,Female,Hà Nội,2019,5.0,Highlands Coffee,Highlands Coffee,Street / Half street coffee (including carts),Highlands Coffee,25.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
817690,Male,Hà Nội,2019,6.0,Highlands Coffee,Highlands Coffee,Street / Half street coffee (including carts),Highlands Coffee,44.0,40 - 60,40 - 44,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,0,Major Chains,Routine Consumers
817699,Male,Cần Thơ,2019,5.0,Other 1,Other 1,Refuse,Other 1,29.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Freelance,Self Employed,1,Other,Social Seekers
817723,Male,Nha Trang,2019,4.0,Milano,Milano,Street / Half street coffee (including carts),Highlands Coffee,21.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
817746,Female,Đà Nẵng,2019,1.0,Trung Nguyên,Other 1,Refuse,Other 1,52.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Housewife,Non-working,0,Other,Routine Consumers
817758,Female,Đà Nẵng,2019,2.0,Highlands Coffee,Highlands Coffee,Starbucks,Highlands Coffee,19.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
817770,Female,Đà Nẵng,2019,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Trung Nguyên,44.0,40 - 60,40 - 44,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Major Chains,Routine Consumers
817778,Female,Hồ Chí Minh,2019,4.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,47.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Freelance,Self Employed,0,Other,Routine Consumers
817780,Female,Hồ Chí Minh,2019,4.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,36.0,30 - 39,35 - 39,9 - 14.9, 9  - 11.99  ,10499.0,Housewife,Non-working,3,Other,Quality-First Consumers
817786,Female,Cần Thơ,2019,6.0,Other 1,Other 1,Milano,Highlands Coffee,27.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Major Chains,Social Seekers
817801,Male,Hồ Chí Minh,2019,4.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Milano,37.0,30 - 39,35 - 39,9 - 14.9, 12  - 14.99  ,13499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,3,Other,Quality-First Consumers
817815,Female,Hà Nội,2019,3.0,The Coffee House,The Coffee House,Other 1,The Coffee House,26.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
817824,Female,Nha Trang,2019,3.0,Other 1,Other 1,Refuse,Other 1,18.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Other,Experience Enthusiasts
817825,Female,Hồ Chí Minh,2019,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),49.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,0,Street,Routine Consumers
817847,Male,Đà Nẵng,2019,2.0,Other 1,Other 1,Refuse,Other 1,20.0,20 - 29,20 - 24,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Pupil / Student,Student,2,Other,Experience Enthusiasts
817882,Female,Hải Phòng,2019,4.0,Trung Nguyên,Street / Half street coffee (including carts),Refuse,Highlands Coffee,54.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Housewife,Non-working,0,Major Chains,Routine Consumers
817885,Male,Hải Phòng,2019,2.0,Highlands Coffee,Highlands Coffee,Milano,Highlands Coffee,24.0,20 - 29,20 - 24,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Major Chains,Social Seekers
817899,Female,Hà Nội,2019,4.0,Other 1,Other 1,Refuse,Other 1,25.0,20 - 29,25 - 29,9 - 14.9, 12  - 14.99  ,13499.0,Officer - Senior Management,Office Worker,3,Other,Quality-First Consumers
817909,Female,Đà Nẵng,2019,2.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,49.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
817911,Female,Hà Nội,2019,3.0,Other 1,Other 1,Refuse,Other 1,33.0,30 - 39,30 - 34,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,1,Other,Social Seekers
817919,Female,Cần Thơ,2019,4.0,Other 1,Other 1,Refuse,Other 1,24.0,20 - 29,20 - 24,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,1,Other,Social Seekers
817922,Female,Cần Thơ,2019,6.0,Highlands Coffee,Other 1,Highlands Coffee,Highlands Coffee,29.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Major Chains,Social Seekers
817924,Female,Cần Thơ,2019,6.0,Other 1,Milano,Refuse,Milano,21.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Other,Experience Enthusiasts
817926,Male,Hồ Chí Minh,2019,4.0,Highlands Coffee,Highlands Coffee,Street / Half street coffee (including carts),Highlands Coffee,33.0,30 - 39,30 - 34,25+, 15  - 19.99  ,17499.0,Officer - Middle Management,Office Worker,3,Major Chains,Quality-First Consumers
817970,Male,Hồ Chí Minh,2019,3.0,Other 1,Other 1,Refuse,Other 1,45.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,0,Other,Routine Consumers
817989,Male,Cần Thơ,2019,2.0,Other 1,Other 1,Refuse,Other 1,30.0,30 - 39,30 - 34,9 - 14.9, 9  - 11.99  ,10499.0,Freelance,Self Employed,3,Other,Quality-First Consumers
817993,Female,Hà Nội,2019,4.0,Cộng Cà Phê,Other 1,Refuse,Other 1,28.0,20 - 29,25 - 29,25+, 15  - 19.99  ,17499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,3,Other,Quality-First Consumers
817996,Male,Hà Nội,2019,3.0,Other 1,Other 1,Refuse,Other 1,46.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Consumers
818005,Female,Đà Nẵng,2019,2.0,Other 1,Other 1,Refuse,Other 1,33.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Civil servant - Staff level,Office Worker,1,Other,Social Seekers
818009,Female,Hà Nội,2019,4.0,Urban Station,Urban Station,Refuse,Urban Station,26.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Seekers
818013,Male,Hà Nội,2019,3.0,Aha Cafe,Aha Cafe,Refuse,Aha Cafe,31.0,30 - 39,30 - 34,9 - 14.9, 9  - 11.99  ,10499.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,3,Other,Quality-First Consumers
818018,Male,Đà Nẵng,2019,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,The Coffee House,25.0,20 - 29,25 - 29,9 - 14.9, 9  - 11.99  ,10499.0,Freelance,Self Employed,3,Major Chains,Quality-First Consumers
818023,Female,Cần Thơ,2019,4.0,Other 1,Other 1,Refuse,Other 1,29.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Lecturer / Teacher,Professional,1,Other,Social Seekers
818027,Female,Hồ Chí Minh,2019,3.0,Highlands Coffee,Highlands Coffee,Other 1,Highlands Coffee,37.0,30 - 39,35 - 39,25+, 20  - 24.99  ,22499.0,Freelance,Self Employed,3,Major Chains,Quality-First Consumers
818028,Male,Hà Nội,2019,4.0,Aha Cafe,Aha Cafe,Refuse,Aha Cafe,42.0,40 - 60,40 - 44,25+, 15  - 19.99  ,17499.0,Civil servant  - Middle Management,Office Worker,3,Other,Quality-First Consumers
818029,Male,Cần Thơ,2019,5.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,38.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,1,Other,Social Seekers
818035,Female,Cần Thơ,2019,4.0,Highlands Coffee,Other 1,Mê Trang,Other 1,36.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Lecturer / Teacher,Professional,1,Other,Social Seekers
818037,Male,Hồ Chí Minh,2019,5.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),20.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Street,Experience Enthusiasts
818047,Male,Đà Nẵng,2019,4.0,The Coffee House,The Coffee House,Refuse,The Coffee House,23.0,20 - 29,20 - 24,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Officer - Staff level,Office Worker,1,Major Chains,Social Seekers
818062,Female,Cần Thơ,2019,5.0,Highlands Coffee,Other 1,Refuse,Other 1,23.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,Freelance,Self Employed,2,Other,Experience Enthusiasts
818075,Male,Hải Phòng,2019,1.0,The Coffee House,The Coffee House,Other 1,The Coffee House,27.0,20 - 29,25 - 29,25+, 15  - 19.99  ,17499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,3,Major Chains,Quality-First Consumers
818107,Female,Cần Thơ,2019,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Other 1,50.0,40 - 60,45+,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,0,Other,Routine Consumers
818112,Female,Đà Nẵng,2019,2.0,Long Cafe,Long Cafe,Street / Half street coffee (including carts),Starbucks,24.0,20 - 29,20 - 24,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Freelance,Self Employed,1,Major Chains,Social Seekers
818116,Female,Hà Nội,2019,5.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,35.0,30 - 39,35 - 39,25+, 20  - 24.99  ,22499.0,Self Employed  - Company owner (under 10 employees),Self Employed,3,Other,Quality-First Consumers
818118,Female,Hồ Chí Minh,2019,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),45.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Housewife,Non-working,0,Street,Routine Consumers
818131,Male,Hải Phòng,2019,1.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,47.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,0,Other,Routine Consumers
818136,Male,Hà Nội,2019,2.0,Trung Nguyên,Trung Nguyên,Other 1,Trung Nguyên,48.0,40 - 60,45+,9 - 14.9, 9  - 11.99  ,10499.0,Officer - Middle Management,Office Worker,0,Major Chains,Routine Consumers
818139,Male,Hà Nội,2019,5.0,Passio,Passio,Refuse,Passio,23.0,20 - 29,20 - 24,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Other,Experience Enthusiasts
818142,Female,Hà Nội,2019,4.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,31.0,30 - 39,30 - 34,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,1,Major Chains,Social Seekers
818144,Female,Hà Nội,2019,3.0,The Coffee House,The Coffee House,Refuse,The Coffee House,19.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experience Enthusiasts
818149,Female,Đà Nẵng,2019,2.0,Other 2,Other 1,Refuse,Other 1,45.0,40 - 60,45+,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,0,Other,Routine Consumers
818161,Male,Đà Nẵng,2019,3.0,Other 1,Other 1,Refuse,Other 1,53.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Agriculture / Forestry (Fishing, planting, farming)",Service & Agriculture,0,Other,Routine Consumers
818172,Male,Cần Thơ,2019,4.0,Other 1,Other 1,Milano,Other 1,40.0,40 - 60,40 - 44,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Other,Social Seekers
818173,Female,Đà Nẵng,2019,4.0,Other 1,Other 1,Refuse,Other 1,40.0,40 - 60,40 - 44,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Seekers
818174,Female,Hồ Chí Minh,2019,2.0,Other 1,Street / Half street coffee (including carts),Refuse,Other 1,47.0,40 - 60,45+,9 - 14.9, 12  - 14.99  ,13499.0,Housewife,Non-working,0,Other,Routine Consumers
818178,Female,Hà Nội,2019,2.0,Other 1,Other 1,Refuse,Other 1,35.0,30 - 39,35 - 39,9 - 14.9, 9  - 11.99  ,10499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,3,Other,Quality-First Consumers
