id,city,year,needstates,day_daypart,needstate_group,matched_attribute
838213,Hồ Chí Minh,2019,Relaxing (Alone),17h - 21h,Relaxing & entertainment,Good music
838213,Hồ Chí Minh,2019,Relaxing (Alone),17h - 21h,Relaxing & entertainment,Sense of belonging
838213,Hồ Chí Minh,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Relaxing place
838213,Hồ Chí Minh,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Comfortable environment
838213,Hồ Chí Minh,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Good music
838213,Hồ Chí Minh,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Sense of belonging
838213,Hồ Chí Minh,2019,Socializing with friends,Overall,Socializing,Friends hangout place
838213,Hồ Chí Minh,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
838213,Hồ Chí Minh,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
838213,Hồ Chí Minh,2019,Socializing with family / relatives,Overall,Socializing,Family-friendly place
838213,Hồ Chí Minh,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Weekdays,Drinking beverages,Good other beverages
838213,Hồ Chí Minh,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
838213,Hồ Chí Minh,2019,Socializing with family / relatives,17h - 21h,Socializing,Family-friendly place
838213,Hồ Chí Minh,2019,"Drinking other beverages (excluding tea, coffee, freeze)",17h - 21h,Drinking beverages,Good other beverages
838213,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Relaxing place
838213,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Comfortable environment
838213,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Good music
838213,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Sense of belonging
838213,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
838213,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
838213,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
838213,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
838213,Hồ Chí Minh,2019,Socializing with family / relatives,Weekdays,Socializing,Family-friendly place
838219,Cần Thơ,2019,Studying / Reading books,17h - 21h,Studying & Others,Work/study friendly
838219,Cần Thơ,2019,Studying / Reading books,17h - 21h,Studying & Others,Study-friendly place
838219,Cần Thơ,2019,Socializing with friends,0h - 9h,Socializing,Friends hangout place
838219,Cần Thơ,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
838219,Cần Thơ,2019,Studying / Reading books,0h - 9h,Studying & Others,Work/study friendly
838219,Cần Thơ,2019,Studying / Reading books,0h - 9h,Studying & Others,Study-friendly place
838219,Cần Thơ,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Relaxing place
838219,Cần Thơ,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Comfortable environment
838219,Cần Thơ,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Good music
838219,Cần Thơ,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Sense of belonging
838219,Cần Thơ,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages,Good other beverages
838219,Cần Thơ,2019,Studying / Reading books,Weekdays,Studying & Others,Work/study friendly
838219,Cần Thơ,2019,Studying / Reading books,Weekdays,Studying & Others,Study-friendly place
838219,Cần Thơ,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Relaxing place
838219,Cần Thơ,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Comfortable environment
838219,Cần Thơ,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Good music
838219,Cần Thơ,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Sense of belonging
838219,Cần Thơ,2019,Have snack / pastry,Weekdays,Meals & Snack,Good food
838219,Cần Thơ,2019,Have snack / pastry,Weekdays,Meals & Snack,Varied menu
838219,Cần Thơ,2019,"Drinking other beverages (excluding tea, coffee, freeze)",17h - 21h,Drinking beverages,Good other beverages
838219,Cần Thơ,2019,Have snack / pastry,17h - 21h,Meals & Snack,Good food
838219,Cần Thơ,2019,Have snack / pastry,17h - 21h,Meals & Snack,Varied menu
838219,Cần Thơ,2019,Have snack / pastry,0h - 9h,Meals & Snack,Good food
838219,Cần Thơ,2019,Have snack / pastry,0h - 9h,Meals & Snack,Varied menu
838219,Cần Thơ,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Relaxing place
838219,Cần Thơ,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Comfortable environment
838219,Cần Thơ,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Good music
838219,Cần Thơ,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Sense of belonging
838219,Cần Thơ,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
838219,Cần Thơ,2019,Have snack / pastry,Overall,Meals & Snack,Good food
838219,Cần Thơ,2019,Have snack / pastry,Overall,Meals & Snack,Varied menu
838219,Cần Thơ,2019,Have snack / pastry,Weekends,Meals & Snack,Good food
838219,Cần Thơ,2019,Have snack / pastry,Weekends,Meals & Snack,Varied menu
838219,Cần Thơ,2019,Relaxing (Alone),17h - 21h,Relaxing & entertainment,Relaxing place
838219,Cần Thơ,2019,Relaxing (Alone),17h - 21h,Relaxing & entertainment,Comfortable environment
838219,Cần Thơ,2019,Relaxing (Alone),17h - 21h,Relaxing & entertainment,Good music
838219,Cần Thơ,2019,Relaxing (Alone),17h - 21h,Relaxing & entertainment,Sense of belonging
838219,Cần Thơ,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
838219,Cần Thơ,2019,Socializing with friends,Overall,Socializing,Friends hangout place
838219,Cần Thơ,2019,"Drinking other beverages (excluding tea, coffee, freeze)",0h - 9h,Drinking beverages,Good other beverages
838219,Cần Thơ,2019,Studying / Reading books,Overall,Studying & Others,Work/study friendly
838219,Cần Thơ,2019,Studying / Reading books,Overall,Studying & Others,Study-friendly place
838219,Cần Thơ,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
838219,Cần Thơ,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
838219,Cần Thơ,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
838219,Cần Thơ,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
838219,Cần Thơ,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Weekdays,Drinking beverages,Good other beverages
838219,Cần Thơ,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
838254,Hồ Chí Minh,2019,Socializing with friends,0h - 9h,Socializing,Friends hangout place
838254,Hồ Chí Minh,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
838254,Hồ Chí Minh,2019,Drinking coffee,0h - 9h,Drinking beverages,Good coffee
838254,Hồ Chí Minh,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
838254,Hồ Chí Minh,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
838254,Hồ Chí Minh,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
838254,Hồ Chí Minh,2019,Drinking coffee,Weekdays,Drinking beverages,Good coffee
838254,Hồ Chí Minh,2019,Socializing with friends,Overall,Socializing,Friends hangout place
838277,Hồ Chí Minh,2019,Drinking coffee,0h - 9h,Drinking beverages,Good coffee
838277,Hồ Chí Minh,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
838277,Hồ Chí Minh,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
838277,Hồ Chí Minh,2019,Drinking coffee,Weekdays,Drinking beverages,Good coffee
838300,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),Weekdays,Meals & Snack,Good food
838300,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),Weekdays,Meals & Snack,Varied menu
838300,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),Weekends,Meals & Snack,Good food
838300,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),Weekends,Meals & Snack,Varied menu
838300,Hồ Chí Minh,2019,Socializing with colleagues,Overall,Socializing,Colleague meeting place
838300,Hồ Chí Minh,2019,Socializing with colleagues,Weekends,Socializing,Colleague meeting place
838300,Hồ Chí Minh,2019,Socializing with family / relatives,Weekdays,Socializing,Family-friendly place
838300,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),0h - 9h,Meals & Snack,Good food
838300,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),0h - 9h,Meals & Snack,Varied menu
838300,Hồ Chí Minh,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
838300,Hồ Chí Minh,2019,Socializing with colleagues,0h - 9h,Socializing,Colleague meeting place
838300,Hồ Chí Minh,2019,Socializing with family / relatives,Overall,Socializing,Family-friendly place
838300,Hồ Chí Minh,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
838300,Hồ Chí Minh,2019,Socializing with family / relatives,17h - 21h,Socializing,Family-friendly place
838300,Hồ Chí Minh,2019,Socializing with friends,Overall,Socializing,Friends hangout place
838300,Hồ Chí Minh,2019,Socializing with friends,0h - 9h,Socializing,Friends hangout place
838300,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Good food
838300,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Varied menu
838300,Hồ Chí Minh,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
838300,Hồ Chí Minh,2019,Socializing with colleagues,Weekdays,Socializing,Colleague meeting place
838300,Hồ Chí Minh,2019,Socializing with family / relatives,Weekends,Socializing,Family-friendly place
838345,Hồ Chí Minh,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
838345,Hồ Chí Minh,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
838345,Hồ Chí Minh,2019,Socializing with friends,Overall,Socializing,Friends hangout place
838345,Hồ Chí Minh,2019,Drinking ice-blended,Weekdays,Drinking beverages,Good ice-blended drinks
838345,Hồ Chí Minh,2019,Drinking coffee,17h - 21h,Drinking beverages,Good coffee
838345,Hồ Chí Minh,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
838345,Hồ Chí Minh,2019,Drinking ice-blended,17h - 21h,Drinking beverages,Good ice-blended drinks
838345,Hồ Chí Minh,2019,Drinking ice-blended,Weekends,Drinking beverages,Good ice-blended drinks
838345,Hồ Chí Minh,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
838345,Hồ Chí Minh,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
838345,Hồ Chí Minh,2019,Drinking ice-blended,Overall,Drinking beverages,Good ice-blended drinks
838345,Hồ Chí Minh,2019,Drinking coffee,Weekdays,Drinking beverages,Good coffee
838508,Hồ Chí Minh,2019,Drinking tea,Overall,Drinking beverages,Good tea
838508,Hồ Chí Minh,2019,Socializing with friends,0h - 9h,Socializing,Friends hangout place
838508,Hồ Chí Minh,2019,Relaxing (Alone),11h - 14h,Relaxing & entertainment,Relaxing place
838508,Hồ Chí Minh,2019,Relaxing (Alone),11h - 14h,Relaxing & entertainment,Comfortable environment
838508,Hồ Chí Minh,2019,Relaxing (Alone),11h - 14h,Relaxing & entertainment,Good music
838508,Hồ Chí Minh,2019,Relaxing (Alone),11h - 14h,Relaxing & entertainment,Sense of belonging
838508,Hồ Chí Minh,2019,Drinking tea,0h - 9h,Drinking beverages,Good tea
838508,Hồ Chí Minh,2019,Drinking tea,Weekends,Drinking beverages,Good tea
838508,Hồ Chí Minh,2019,Drinking tea,11h - 14h,Drinking beverages,Good tea
838508,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
838508,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
838508,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
838508,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
838508,Hồ Chí Minh,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Relaxing place
838508,Hồ Chí Minh,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Comfortable environment
838508,Hồ Chí Minh,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Good music
838508,Hồ Chí Minh,2019,Relaxing (Alone),Weekdays,Relaxing & entertainment,Sense of belonging
838508,Hồ Chí Minh,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
838508,Hồ Chí Minh,2019,Drinking tea,Weekdays,Drinking beverages,Good tea
838508,Hồ Chí Minh,2019,Socializing with friends,Overall,Socializing,Friends hangout place
838630,Hồ Chí Minh,2019,Socializing with friends,0h - 9h,Socializing,Friends hangout place
838630,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Good food
838630,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Varied menu
838630,Hồ Chí Minh,2019,Drinking tea,0h - 9h,Drinking beverages,Good tea
838630,Hồ Chí Minh,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
838630,Hồ Chí Minh,2019,Drinking coffee,0h - 9h,Drinking beverages,Good coffee
838630,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),Weekends,Meals & Snack,Good food
838630,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),Weekends,Meals & Snack,Varied menu
838630,Hồ Chí Minh,2019,Drinking tea,Overall,Drinking beverages,Good tea
838630,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),0h - 9h,Meals & Snack,Good food
838630,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),0h - 9h,Meals & Snack,Varied menu
838630,Hồ Chí Minh,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
838630,Hồ Chí Minh,2019,Drinking tea,Weekends,Drinking beverages,Good tea
838630,Hồ Chí Minh,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
838630,Hồ Chí Minh,2019,Socializing with family / relatives,Weekends,Socializing,Family-friendly place
838630,Hồ Chí Minh,2019,Socializing with family / relatives,Overall,Socializing,Family-friendly place
838630,Hồ Chí Minh,2019,Socializing with friends,Overall,Socializing,Friends hangout place
838630,Hồ Chí Minh,2019,Socializing with family / relatives,0h - 9h,Socializing,Family-friendly place
838658,Hồ Chí Minh,2019,Socializing with friends,0h - 9h,Socializing,Friends hangout place
838658,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
838658,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
838658,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
838658,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
838658,Hồ Chí Minh,2019,Drinking coffee,0h - 9h,Drinking beverages,Good coffee
838658,Hồ Chí Minh,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Relaxing place
838658,Hồ Chí Minh,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Comfortable environment
838658,Hồ Chí Minh,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Good music
838658,Hồ Chí Minh,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Sense of belonging
838658,Hồ Chí Minh,2019,Socializing with friends,Overall,Socializing,Friends hangout place
838658,Hồ Chí Minh,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
838658,Hồ Chí Minh,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
838658,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Relaxing place
838658,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Comfortable environment
838658,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Good music
838658,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Sense of belonging
838658,Hồ Chí Minh,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
838671,Hồ Chí Minh,2019,Socializing with friends,Overall,Socializing,Friends hangout place
838671,Hồ Chí Minh,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Relaxing place
838671,Hồ Chí Minh,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Comfortable environment
838671,Hồ Chí Minh,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Good music
838671,Hồ Chí Minh,2019,Relaxing (Alone),0h - 9h,Relaxing & entertainment,Sense of belonging
838671,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
838671,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
838671,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
838671,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
838671,Hồ Chí Minh,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
838671,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Relaxing place
838671,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Comfortable environment
838671,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Good music
838671,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Sense of belonging
838671,Hồ Chí Minh,2019,Socializing with friends,0h - 9h,Socializing,Friends hangout place
838703,Hồ Chí Minh,2019,Socializing with friends,Overall,Socializing,Friends hangout place
838703,Hồ Chí Minh,2019,Socializing with family / relatives,17h - 21h,Socializing,Family-friendly place
838703,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),Weekends,Meals & Snack,Good food
838703,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),Weekends,Meals & Snack,Varied menu
838703,Hồ Chí Minh,2019,Drinking tea,Weekends,Drinking beverages,Good tea
838703,Hồ Chí Minh,2019,Drinking coffee,17h - 21h,Drinking beverages,Good coffee
838703,Hồ Chí Minh,2019,Drinking tea,9h - 11h,Drinking beverages,Good tea
838703,Hồ Chí Minh,2019,Drinking coffee,9h - 11h,Drinking beverages,Good coffee
838703,Hồ Chí Minh,2019,Socializing with friends,9h - 11h,Socializing,Friends hangout place
838703,Hồ Chí Minh,2019,Socializing with family / relatives,Overall,Socializing,Family-friendly place
838703,Hồ Chí Minh,2019,Drinking tea,Overall,Drinking beverages,Good tea
838703,Hồ Chí Minh,2019,Socializing with family / relatives,Weekends,Socializing,Family-friendly place
838703,Hồ Chí Minh,2019,Drinking tea,17h - 21h,Drinking beverages,Good tea
838703,Hồ Chí Minh,2019,Socializing with family / relatives,9h - 11h,Socializing,Family-friendly place
838703,Hồ Chí Minh,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
838703,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Good food
838703,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack,Varied menu
838703,Hồ Chí Minh,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
838703,Hồ Chí Minh,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
838703,Hồ Chí Minh,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
838703,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),9h - 11h,Meals & Snack,Good food
838703,Hồ Chí Minh,2019,Have meals (breakfast / lunch / dinner),9h - 11h,Meals & Snack,Varied menu
838742,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Relaxing place
838742,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Comfortable environment
838742,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Good music
838742,Hồ Chí Minh,2019,Relaxing (Alone),Weekends,Relaxing & entertainment,Sense of belonging
838742,Hồ Chí Minh,2019,Socializing with family / relatives,9h - 11h,Socializing,Family-friendly place
838742,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Relaxing place
838742,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Comfortable environment
838742,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Good music
838742,Hồ Chí Minh,2019,Relaxing (Alone),Overall,Relaxing & entertainment,Sense of belonging
838742,Hồ Chí Minh,2019,Socializing with friends,Overall,Socializing,Friends hangout place
838742,Hồ Chí Minh,2019,Relaxing (Alone),9h - 11h,Relaxing & entertainment,Relaxing place
838742,Hồ Chí Minh,2019,Relaxing (Alone),9h - 11h,Relaxing & entertainment,Comfortable environment
838742,Hồ Chí Minh,2019,Relaxing (Alone),9h - 11h,Relaxing & entertainment,Good music
838742,Hồ Chí Minh,2019,Relaxing (Alone),9h - 11h,Relaxing & entertainment,Sense of belonging
838742,Hồ Chí Minh,2019,Socializing with friends,9h - 11h,Socializing,Friends hangout place
838742,Hồ Chí Minh,2019,"Drinking other beverages (excluding tea, coffee, freeze)",9h - 11h,Drinking beverages,Good other beverages
838742,Hồ Chí Minh,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
838742,Hồ Chí Minh,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
838742,Hồ Chí Minh,2019,Socializing with family / relatives,Overall,Socializing,Family-friendly place
838742,Hồ Chí Minh,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages,Good other beverages
838742,Hồ Chí Minh,2019,Socializing with family / relatives,Weekends,Socializing,Family-friendly place
838788,Hồ Chí Minh,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
838788,Hồ Chí Minh,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
838788,Hồ Chí Minh,2019,Entertainment,Weekends,Relaxing & entertainment,Fast internet
838788,Hồ Chí Minh,2019,Entertainment,Weekends,Relaxing & entertainment,Good music
838788,Hồ Chí Minh,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
838788,Hồ Chí Minh,2019,Drinking coffee,17h - 21h,Drinking beverages,Good coffee
838788,Hồ Chí Minh,2019,Entertainment,Overall,Relaxing & entertainment,Fast internet
838788,Hồ Chí Minh,2019,Entertainment,Overall,Relaxing & entertainment,Good music
838788,Hồ Chí Minh,2019,Entertainment,17h - 21h,Relaxing & entertainment,Fast internet
838788,Hồ Chí Minh,2019,Entertainment,17h - 21h,Relaxing & entertainment,Good music
838788,Hồ Chí Minh,2019,Entertainment,9h - 11h,Relaxing & entertainment,Fast internet
838788,Hồ Chí Minh,2019,Entertainment,9h - 11h,Relaxing & entertainment,Good music
838788,Hồ Chí Minh,2019,"Drinking other beverages (excluding tea, coffee, freeze)",17h - 21h,Drinking beverages,Good other beverages
838788,Hồ Chí Minh,2019,"Drinking other beverages (excluding tea, coffee, freeze)",9h - 11h,Drinking beverages,Good other beverages
838788,Hồ Chí Minh,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Good other beverages
838788,Hồ Chí Minh,2019,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages,Good other beverages
838788,Hồ Chí Minh,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
838788,Hồ Chí Minh,2019,Socializing with friends,9h - 11h,Socializing,Friends hangout place
838788,Hồ Chí Minh,2019,Socializing with friends,Overall,Socializing,Friends hangout place
838788,Hồ Chí Minh,2019,Drinking coffee,9h - 11h,Drinking beverages,Good coffee
838803,Cần Thơ,2019,Entertainment,17h - 21h,Relaxing & entertainment,Fast internet
838803,Cần Thơ,2019,Entertainment,17h - 21h,Relaxing & entertainment,Good music
838803,Cần Thơ,2019,Socializing with colleagues,Weekends,Socializing,Colleague meeting place
838803,Cần Thơ,2019,Entertainment,Weekdays,Relaxing & entertainment,Fast internet
838803,Cần Thơ,2019,Entertainment,Weekdays,Relaxing & entertainment,Good music
838803,Cần Thơ,2019,Entertainment,Weekends,Relaxing & entertainment,Fast internet
838803,Cần Thơ,2019,Entertainment,Weekends,Relaxing & entertainment,Good music
838803,Cần Thơ,2019,Socializing with friends,17h - 21h,Socializing,Friends hangout place
838803,Cần Thơ,2019,Socializing with colleagues,Overall,Socializing,Colleague meeting place
838803,Cần Thơ,2019,Socializing with friends,11h - 14h,Socializing,Friends hangout place
838803,Cần Thơ,2019,Socializing with family / relatives,0h - 9h,Socializing,Family-friendly place
838803,Cần Thơ,2019,Entertainment,Overall,Relaxing & entertainment,Fast internet
838803,Cần Thơ,2019,Entertainment,Overall,Relaxing & entertainment,Good music
838803,Cần Thơ,2019,Drinking coffee,11h - 14h,Drinking beverages,Good coffee
838803,Cần Thơ,2019,Socializing with friends,Weekends,Socializing,Friends hangout place
838803,Cần Thơ,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
838803,Cần Thơ,2019,Socializing with friends,0h - 9h,Socializing,Friends hangout place
838803,Cần Thơ,2019,Socializing with colleagues,17h - 21h,Socializing,Colleague meeting place
838803,Cần Thơ,2019,Socializing with family / relatives,11h - 14h,Socializing,Family-friendly place
838803,Cần Thơ,2019,Socializing with friends,Overall,Socializing,Friends hangout place
838803,Cần Thơ,2019,Socializing with colleagues,0h - 9h,Socializing,Colleague meeting place
838803,Cần Thơ,2019,Socializing with family / relatives,17h - 21h,Socializing,Family-friendly place
838803,Cần Thơ,2019,Drinking coffee,17h - 21h,Drinking beverages,Good coffee
838803,Cần Thơ,2019,Entertainment,0h - 9h,Relaxing & entertainment,Fast internet
838803,Cần Thơ,2019,Entertainment,0h - 9h,Relaxing & entertainment,Good music
838803,Cần Thơ,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
838803,Cần Thơ,2019,Socializing with colleagues,Weekdays,Socializing,Colleague meeting place
838803,Cần Thơ,2019,Socializing with family / relatives,Weekends,Socializing,Family-friendly place
838803,Cần Thơ,2019,Socializing with family / relatives,Weekdays,Socializing,Family-friendly place
838803,Cần Thơ,2019,Drinking coffee,Overall,Drinking beverages,Good coffee
838803,Cần Thơ,2019,Drinking coffee,0h - 9h,Drinking beverages,Good coffee
838803,Cần Thơ,2019,Socializing with family / relatives,Overall,Socializing,Family-friendly place
838803,Cần Thơ,2019,Entertainment,11h - 14h,Relaxing & entertainment,Fast internet
838803,Cần Thơ,2019,Entertainment,11h - 14h,Relaxing & entertainment,Good music
838803,Cần Thơ,2019,Socializing with colleagues,11h - 14h,Socializing,Colleague meeting place
838803,Cần Thơ,2019,Drinking coffee,Weekdays,Drinking beverages,Good coffee
838856,Hồ Chí Minh,2019,Working / Business meeting,Weekdays,Working & business meeting,Business meeting place
838856,Hồ Chí Minh,2019,Entertainment,17h - 21h,Relaxing & entertainment,Fast internet
838856,Hồ Chí Minh,2019,Entertainment,17h - 21h,Relaxing & entertainment,Good music
838856,Hồ Chí Minh,2019,Drinking tea,11h - 14h,Drinking beverages,Good tea
838856,Hồ Chí Minh,2019,Socializing with family / relatives,17h - 21h,Socializing,Family-friendly place
838856,Hồ Chí Minh,2019,Drinking coffee,Weekdays,Drinking beverages,Good coffee
838856,Hồ Chí Minh,2019,Drinking tea,Overall,Drinking beverages,Good tea
838856,Hồ Chí Minh,2019,Drinking coffee,11h - 14h,Drinking beverages,Good coffee
838856,Hồ Chí Minh,2019,Drinking coffee,Weekends,Drinking beverages,Good coffee
838856,Hồ Chí Minh,2019,Socializing with friends,Weekdays,Socializing,Friends hangout place
838856,Hồ Chí Minh,2019,Working / Business meeting,11h - 14h,Working & business meeting,Business meeting place
