ID,Year,City,Awareness,Attribute,BrandImage
788487,2019,Hà Nội,Aha Cafe,Good tea taste,Aha Cafe
117059,2017,Hồ Chí Minh,Trung Nguyên,Convenient location,Trung Nguyên
808085,2019,Đà Nẵng,Other,Convenient location,Other
389255,2018,Cần Thơ,Other 1,Popular brand,Other 1
770076,2019,Hà Nội,Phúc Long,Recommended by others,Phúc Long
741680,2019,Hồ Chí Minh,Highlands Coffee,Good music,Highlands Coffee
438453,2018,Hồ Chí Minh,The Coffee House,"Good other beverages (other than coffee, tea & ice-blended)",The Coffee House
132474,2017,Cần Thơ,Other Branded Cafe Chain,Good value for money,Other Branded Cafe Chain
366883,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Convenient location,Street / Half street coffee (including carts)
394255,2018,Hồ Chí Minh,Other 1,Good tea taste,Other 1
111875,2017,Hồ Chí Minh,Phúc Long,Diversified menu,Phúc Long
810168,2019,Nha Trang,Other,Good music,Other
826487,2019,Hồ Chí Minh,Highlands Coffee,Trusted brand,Highlands Coffee
785479,2019,Hà Nội,Milano,Convenient location,Milano
434897,2018,Hải Phòng,Highlands Coffee,Good coffee taste,Highlands Coffee
433335,2018,Hà Nội,Urban Station,Good place for relaxing,Urban Station
389115,2018,Hải Phòng,Milano,Convenient location,Milano
134931,2017,Hà Nội,Passio,Trusted brand,Passio
443734,2018,Hà Nội,Other 1,Clean,Other 1
793388,2019,Hà Nội,Highlands Coffee,Popular brand,Highlands Coffee
435224,2018,Hải Phòng,Other 1,High speed of internet,Other 1
138663,2017,Hà Nội,Indepedent Cafe,Friendly staff,Indepedent Cafe
442129,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Comfortable and relaxing environment,Street / Half street coffee (including carts)
437729,2018,Nha Trang,Milano,Convenient location,Milano
437948,2018,Hồ Chí Minh,Trung Nguyên,Good place for working / business meeting,Trung Nguyên
443560,2018,Hà Nội,Cộng Cà Phê,Good place for socializing with family,Cộng Cà Phê
136156,2017,Đà Nẵng,Indepedent Cafe,Diversified menu,Indepedent Cafe
828262,2019,Hà Nội,Aha Cafe,Trusted brand,Aha Cafe
103115,2017,Hà Nội,Highlands Coffee,Popular brand,Highlands Coffee
446343,2018,Nha Trang,Highlands Coffee,Trusted brand,Highlands Coffee
140733,2017,Hà Nội,The Coffee House,Quick speed of service,The Coffee House
753476,2019,Hồ Chí Minh,Đen Đá,Good place for studying,Đen Đá
830369,2019,Hà Nội,Highlands Coffee,Good tea taste,Highlands Coffee
89965,2017,Hồ Chí Minh,Indepedent Cafe,Feel I belong here,Indepedent Cafe
803216,2019,Hà Nội,Street,Good coffee taste,Street
411688,2018,Hà Nội,Starbucks,Good tea taste,Starbucks
415478,2018,Cần Thơ,Other 2,High speed of internet,Other 2
829239,2019,Hải Phòng,Highlands Coffee,Good tea taste,Highlands Coffee
811577,2019,Hà Nội,Aha Cafe,Friendly staff,Aha Cafe
826715,2019,Hà Nội,Cộng Cà Phê,Good tea taste,Cộng Cà Phê
350090,2018,Hồ Chí Minh,Trung Nguyên,Good place for socializing with family,Trung Nguyên
411693,2018,Hà Nội,Highlands Coffee,Recommended by others,Highlands Coffee
456943,2018,Hà Nội,Cộng Cà Phê,Feel I belong here,Cộng Cà Phê
817559,2019,Hà Nội,Mê Trang,Popular brand,Mê Trang
138975,2017,Hồ Chí Minh,Indepedent Cafe,Good coffee taste,Indepedent Cafe
103541,2017,Cần Thơ,Trung Nguyên,Quick speed of service,Trung Nguyên
837553,2019,Hồ Chí Minh,Highlands Coffee,Comfortable and relaxing environment,Highlands Coffee
448833,2018,Hà Nội,Trung Nguyên,Popular brand,Trung Nguyên
449137,2018,Nha Trang,Highlands Coffee,Clean,Highlands Coffee
825228,2019,Hải Phòng,Highlands Coffee,Good music,Highlands Coffee
108253,2017,Cần Thơ,Street / Half street coffee (including carts),Good music,Street / Half street coffee (including carts)
132411,2017,Cần Thơ,Indepedent Cafe,Recommended by others,Indepedent Cafe
404429,2018,Đà Nẵng,Other 1,Good place for working / business meeting,Other 1
813534,2019,Hà Nội,Other,Good value for money,Other
855212,2019,Hồ Chí Minh,The Coffee House,High speed of internet,The Coffee House
137958,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Convenient location,Street / Half street coffee (including carts)
739159,2019,Nha Trang,Other,Good tea taste,Other
829293,2019,Hải Phòng,Highlands Coffee,Popular brand,Highlands Coffee
824975,2019,Đà Nẵng,Trung Nguyên,High speed of internet,Trung Nguyên
139953,2017,Hà Nội,Urban Station,Popular brand,Urban Station
441937,2018,Hải Phòng,Other 2,Good value for money,Other 2
398379,2018,Hà Nội,Other 1,Have new product regularly,Other 1
346366,2018,Cần Thơ,Other 1,Good place for studying,Other 1
794862,2019,Hà Nội,Trung Nguyên,Good coffee taste,Trung Nguyên
450130,2018,Hà Nội,Other 2,Good place for socializing with colleagues,Other 2
138797,2017,Đà Nẵng,Indepedent Cafe,Nice environment design,Indepedent Cafe
459890,2018,Hà Nội,Other 1,Good place for relaxing,Other 1
122320,2017,Hồ Chí Minh,Coffee Bean & Tea Leaf,Feel I belong here,Coffee Bean & Tea Leaf
416243,2018,Cần Thơ,Other 1,Good place for socializing with friends,Other 1
746996,2019,Hà Nội,The Coffee House,Recommended by others,The Coffee House
118265,2017,Hồ Chí Minh,The Coffee House,High speed of internet,The Coffee House
368380,2018,Hải Phòng,Highlands Coffee,Have new product regularly,Highlands Coffee
92641,2017,Hồ Chí Minh,Trung Nguyên,High speed of internet,Trung Nguyên
443633,2018,Hải Phòng,Milano,Recommended by others,Milano
381395,2018,Hà Nội,Highlands Coffee,High speed of internet,Highlands Coffee
826293,2019,Hồ Chí Minh,Effoc,Good tea taste,Effoc
817190,2019,Đà Nẵng,Other,Good value for money,Other
108723,2017,Cần Thơ,Street / Half street coffee (including carts),Diversified menu,Street / Half street coffee (including carts)
779863,2019,Hà Nội,Coffee Bean & Tea Leaf,Nice environment design,Coffee Bean & Tea Leaf
444963,2018,Cần Thơ,Other 2,Good place for socializing with family,Other 2
140795,2017,Hồ Chí Minh,Highlands Coffee,Clean,Highlands Coffee
135175,2017,Hồ Chí Minh,KOI cafe,Comfortable and relaxing environment,KOI cafe
138134,2017,Đà Nẵng,Indepedent Cafe,Good value for money,Indepedent Cafe
392122,2018,Cần Thơ,Other 1,Have new product regularly,Other 1
446511,2018,Nha Trang,Other 1,"Good other beverages (other than coffee, tea & ice-blended)",Other 1
443098,2018,Hải Phòng,Other 1,Good place for socializing with friends,Other 1
126587,2017,Đà Nẵng,Cộng Cà Phê,Popular brand,Cộng Cà Phê
448832,2018,Đà Nẵng,Phúc Long,Convenient location,Phúc Long
458351,2018,Hồ Chí Minh,The Coffee House,Recommended by others,The Coffee House
747411,2019,Hải Phòng,Highlands Coffee,Trusted brand,Highlands Coffee
402759,2018,Hồ Chí Minh,Phúc Long,Clean,Phúc Long
116014,2017,Cần Thơ,Indepedent Cafe,Good place for relaxing,Indepedent Cafe
447712,2018,Hà Nội,Other 1,"Good other beverages (other than coffee, tea & ice-blended)",Other 1
448964,2018,Hà Nội,Cộng Cà Phê,Good place for relaxing,Cộng Cà Phê
112518,2017,Hải Phòng,Trung Nguyên,Good value for money,Trung Nguyên
373854,2018,Hồ Chí Minh,Highlands Coffee,Good place for relaxing,Highlands Coffee
107324,2017,Cần Thơ,Street / Half street coffee (including carts),Nice environment design,Street / Half street coffee (including carts)
438988,2018,Hà Nội,Cộng Cà Phê,Comfortable and relaxing environment,Cộng Cà Phê
447693,2018,Nha Trang,Other 2,Comfortable and relaxing environment,Other 2
748875,2019,Đà Nẵng,Trung Nguyên,Good place for relaxing,Trung Nguyên
119369,2017,Hồ Chí Minh,Highlands Coffee,Good place for socializing,Highlands Coffee
786553,2019,Hải Phòng,Other,Quick speed of service,Other
794171,2019,Hà Nội,Urban Station,Good place for socializing with colleagues,Urban Station
435860,2018,Hồ Chí Minh,Effoc,Nice environment design,Effoc
730994,2019,Đà Nẵng,Milano,Clean,Milano
442836,2018,Hà Nội,The Coffee House,Good place for socializing with friends,The Coffee House
137948,2017,Hồ Chí Minh,Highlands Coffee,High speed of internet,Highlands Coffee
730582,2019,Đà Nẵng,Other,Good place for working / business meeting,Other
454750,2018,Hà Nội,Urban Station,Friendly staff,Urban Station
138450,2017,Hà Nội,Indepedent Cafe,Feel I belong here,Indepedent Cafe
138638,2017,Hà Nội,Phúc Long,Diversified menu,Phúc Long
834705,2019,Hồ Chí Minh,The Coffee House,Trusted brand,The Coffee House
806713,2019,Hồ Chí Minh,Trung Nguyên,Good coffee taste,Trung Nguyên
138605,2017,Hà Nội,Maxx Coffee,"Good other beverages (other than coffee, tea & ice-blended)",Maxx Coffee
112823,2017,Hải Phòng,Trung Nguyên,Trusted brand,Trung Nguyên
825704,2019,Hồ Chí Minh,Trung Nguyên,Good place for studying,Trung Nguyên
140350,2017,Hà Nội,Milano,Good coffee taste,Milano
815803,2019,Hà Nội,Other,Good music,Other
460074,2018,Hà Nội,Other 1,Feel I belong here,Other 1
736467,2019,Hà Nội,Passio,Good coffee taste,Passio
437257,2018,Hà Nội,Other 1,Quick speed of service,Other 1
138718,2017,Hà Nội,Highlands Coffee,Convenient location,Highlands Coffee
107811,2017,Cần Thơ,Indepedent Cafe,Good music,Indepedent Cafe
439175,2018,Hà Nội,Other 1,Quick speed of service,Other 1
443633,2018,Hải Phòng,Trung Nguyên,High speed of internet,Trung Nguyên
125497,2017,Hải Phòng,Cộng Cà Phê,Recommended by others,Cộng Cà Phê
91854,2017,Hồ Chí Minh,Passio,Good place for socializing,Passio
373376,2018,Đà Nẵng,Trung Nguyên,Good place for working / business meeting,Trung Nguyên
90421,2017,Hồ Chí Minh,Gong Cha,Nice environment design,Gong Cha
103003,2017,Hồ Chí Minh,Milano,Quick speed of service,Milano
437900,2018,Hải Phòng,Highlands Coffee,Convenient location,Highlands Coffee
792776,2019,Hải Phòng,Milano,Good place for socializing with family,Milano
799840,2019,Hồ Chí Minh,Phúc Long,Feel I belong here,Phúc Long
440517,2018,Hà Nội,Passio,Friendly staff,Passio
399694,2018,Đà Nẵng,Other 2,Good place for socializing with family,Other 2
400651,2018,Hải Phòng,Highlands Coffee,"Good other beverages (other than coffee, tea & ice-blended)",Highlands Coffee
850174,2019,Hồ Chí Minh,Other,"Good other beverages (other than coffee, tea & ice-blended)",Other
390984,2018,Nha Trang,The Coffee House,Good place for relaxing,The Coffee House
421754,2018,Đà Nẵng,The Coffee House,Have new product regularly,The Coffee House
118396,2017,Hà Nội,Gong Cha,Clean,Gong Cha
817121,2019,Hải Phòng,Highlands Coffee,High speed of internet,Highlands Coffee
344644,2018,Cần Thơ,Other 1,Good place for working / business meeting,Other 1
135376,2017,Hà Nội,Trung Nguyên,Good place for working / studying,Trung Nguyên
392029,2018,Hải Phòng,Other 1,Good place for relaxing,Other 1
811382,2019,Nha Trang,Mê Trang,Feel I belong here,Mê Trang
411687,2018,Hà Nội,Starbucks,Good place for socializing with colleagues,Starbucks
455070,2018,Hồ Chí Minh,Street / Half street coffee (including carts),"Good other beverages (other than coffee, tea & ice-blended)",Street / Half street coffee (including carts)
836639,2019,Hồ Chí Minh,Viva Star,Clean,Viva Star
798232,2019,Hải Phòng,Milano,Recommended by others,Milano
849399,2019,Cần Thơ,Other,Trusted brand,Other
448161,2018,Hà Nội,Urban Station,High speed of internet,Urban Station
457718,2018,Hồ Chí Minh,BonPas,Trusted brand,BonPas
800183,2019,Đà Nẵng,Highlands Coffee,Good place for relaxing,Highlands Coffee
389045,2018,Nha Trang,Other 1,Feel I belong here,Other 1
777899,2019,Hà Nội,Cộng Cà Phê,High speed of internet,Cộng Cà Phê
108015,2017,Hà Nội,Cộng Cà Phê,Friendly staff,Cộng Cà Phê
831775,2019,Hà Nội,Highlands Coffee,Good coffee taste,Highlands Coffee
345853,2018,Hồ Chí Minh,Đen Đá,Quick speed of service,Đen Đá
816196,2019,Hà Nội,Milano,Clean,Milano
777021,2019,Hà Nội,Other,Nice environment design,Other
140676,2017,Hà Nội,Trung Nguyên,"Good other beverages (other than coffee, tea & ice-blended)",Trung Nguyên
790336,2019,Hà Nội,The Coffee House,Good tea taste,The Coffee House
830301,2019,Hồ Chí Minh,Starbucks,Good place for studying,Starbucks
382580,2018,Hà Nội,Aha Cafe,Good coffee taste,Aha Cafe
411690,2018,Hà Nội,The Coffee House,Quick speed of service,The Coffee House
798058,2019,Hồ Chí Minh,The Coffee House,Recommended by others,The Coffee House
138420,2017,Hà Nội,Cộng Cà Phê,Diversified menu,Cộng Cà Phê
121219,2017,Hà Nội,Indepedent Cafe,"Good other beverages (other than coffee, tea & ice-blended)",Indepedent Cafe
828657,2019,Hà Nội,Trung Nguyên,Good place for socializing with colleagues,Trung Nguyên
835152,2019,Cần Thơ,Other,Good place for relaxing,Other
831365,2019,Hà Nội,Aha Cafe,Friendly staff,Aha Cafe
112589,2017,Hải Phòng,Trung Nguyên,Comfortable and relaxing environment,Trung Nguyên
836102,2019,Hồ Chí Minh,Viva Star,Good place for socializing with colleagues,Viva Star
812391,2019,Hồ Chí Minh,Milano,High speed of internet,Milano
753287,2019,Đà Nẵng,Highlands Coffee,High speed of internet,Highlands Coffee
419052,2018,Cần Thơ,Trung Nguyên,Have new product regularly,Trung Nguyên
416427,2018,Hải Phòng,Street / Half street coffee (including carts),Good place for socializing with colleagues,Street / Half street coffee (including carts)
394255,2018,Hồ Chí Minh,Other 1,High speed of internet,Other 1
444464,2018,Hà Nội,Starbucks,Popular brand,Starbucks
121680,2017,Hà Nội,Starbucks,"Good other beverages (other than coffee, tea & ice-blended)",Starbucks
445831,2018,Hà Nội,Other 1,Convenient location,Other 1
133411,2017,Hồ Chí Minh,Trung Nguyên,Clean,Trung Nguyên
818009,2019,Hà Nội,Trung Nguyên,Good place for socializing with family,Trung Nguyên
138299,2017,Hồ Chí Minh,Highlands Coffee,Nice environment design,Highlands Coffee
800687,2019,Hà Nội,Highlands Coffee,Quick speed of service,Highlands Coffee
135078,2017,Hà Nội,Trung Nguyên,Good tea taste,Trung Nguyên
139211,2017,Đà Nẵng,Trung Nguyên,Clean,Trung Nguyên
445335,2018,Hải Phòng,Highlands Coffee,Trusted brand,Highlands Coffee
123300,2017,Hồ Chí Minh,,Good tea taste,Indepedent Cafe
737867,2019,Hải Phòng,Starbucks,Feel I belong here,Starbucks
94215,2017,Hồ Chí Minh,Gong Cha,Clean,Gong Cha
792590,2019,Hà Nội,Highlands Coffee,Friendly staff,Highlands Coffee
813645,2019,Hà Nội,Cộng Cà Phê,Good place for working / business meeting,Cộng Cà Phê
747241,2019,Hà Nội,Trung Nguyên,Clean,Trung Nguyên
448994,2018,Hà Nội,Starbucks,"Good other beverages (other than coffee, tea & ice-blended)",Starbucks
138599,2017,Hồ Chí Minh,Starbucks,Recommended by others,Starbucks
135374,2017,Hà Nội,Trung Nguyên,Nice environment design,Trung Nguyên
105234,2017,Cần Thơ,Trung Nguyên,Nice environment design,Trung Nguyên
437327,2018,Nha Trang,Other 2,Good coffee taste,Other 2
823161,2019,Hồ Chí Minh,The Coffee House,High speed of internet,The Coffee House
363279,2018,Cần Thơ,Other 1,Good place for socializing with friends,Other 1
805820,2019,Hải Phòng,Other,Good ice-blended taste,Other
417639,2018,Cần Thơ,Other 1,Recommended by others,Other 1
442636,2018,Cần Thơ,Other 2,Popular brand,Other 2
451413,2018,Hà Nội,Other 1,Nice environment design,Other 1
781110,2019,Hà Nội,Trung Nguyên,Friendly staff,Trung Nguyên
110401,2017,Hải Phòng,Highlands Coffee,Good place for working / studying,Highlands Coffee
140343,2017,Hà Nội,Highlands Coffee,High speed of internet,Highlands Coffee
132951,2017,Hồ Chí Minh,The Coffee House,High speed of internet,The Coffee House
837154,2019,Hồ Chí Minh,Highlands Coffee,Good place for relaxing,Highlands Coffee
789278,2019,Hải Phòng,Street,Convenient location,Street
442338,2018,Hà Nội,Trung Nguyên,Convenient location,Trung Nguyên
122948,2017,Hà Nội,Trung Nguyên,Clean,Trung Nguyên
92610,2017,Hồ Chí Minh,Highlands Coffee,Good place for relaxing,Highlands Coffee
111447,2017,Hải Phòng,Trung Nguyên,Good music,Trung Nguyên
770076,2019,Hà Nội,Urban Station,Good place for socializing with friends,Urban Station
435860,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Convenient location,Street / Half street coffee (including carts)
135242,2017,Cần Thơ,Trung Nguyên,Good place for working / studying,Trung Nguyên
140355,2017,Hà Nội,Highlands Coffee,Delicious food,Highlands Coffee
738435,2019,Hà Nội,Cộng Cà Phê,Good place for socializing with colleagues,Cộng Cà Phê
790217,2019,Hải Phòng,Coffee Bean & Tea Leaf,Clean,Coffee Bean & Tea Leaf
768329,2019,Hải Phòng,Other,Convenient location,Other
135084,2017,Hà Nội,Street / Half street coffee (including carts),Comfortable and relaxing environment,Street / Half street coffee (including carts)
123944,2017,Hồ Chí Minh,Indepedent Cafe,High speed of internet,Indepedent Cafe
803191,2019,Hà Nội,Trung Nguyên,Good place for relaxing,Trung Nguyên
453400,2018,Hà Nội,Highlands Coffee,Quick speed of service,Highlands Coffee
834705,2019,Hồ Chí Minh,Phúc Long,Friendly staff,Phúc Long
816356,2019,Nha Trang,Milano,High speed of internet,Milano
831784,2019,Hồ Chí Minh,Highlands Coffee,Nice environment design,Highlands Coffee
138690,2017,Hà Nội,Trung Nguyên,Clean,Trung Nguyên
434097,2018,Đà Nẵng,Highlands Coffee,Nice environment design,Highlands Coffee
836104,2019,Hồ Chí Minh,Highlands Coffee,Trusted brand,Highlands Coffee
828262,2019,Hà Nội,Other,Good place for working / business meeting,Other
787289,2019,Hà Nội,The Coffee House,Good place for studying,The Coffee House
451512,2018,Đà Nẵng,Trung Nguyên,Convenient location,Trung Nguyên
389905,2018,Cần Thơ,Other 1,Nice environment design,Other 1
135171,2017,Hồ Chí Minh,The Coffee House,Good place for relaxing,The Coffee House
103001,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Feel I belong here,Street / Half street coffee (including carts)
837232,2019,Hồ Chí Minh,Milano,Good place for socializing with friends,Milano
460424,2018,Đà Nẵng,Other 1,Feel I belong here,Other 1
121749,2017,Hà Nội,Starbucks,Clean,Starbucks
414169,2018,Hà Nội,Starbucks,Popular brand,Starbucks
110592,2017,Hồ Chí Minh,Passio,"Good other beverages (other than coffee, tea & ice-blended)",Passio
136415,2017,Hà Nội,Street / Half street coffee (including carts),Good place for working / studying,Street / Half street coffee (including carts)
738119,2019,Hồ Chí Minh,Milano,Good place for socializing with colleagues,Milano
133941,2017,Đà Nẵng,Trung Nguyên,Quick speed of service,Trung Nguyên
96122,2017,Hồ Chí Minh,Urban Station,Good place for socializing,Urban Station
440599,2018,Hồ Chí Minh,The Coffee House,Good coffee taste,The Coffee House
791779,2019,Hà Nội,Highlands Coffee,Comfortable and relaxing environment,Highlands Coffee
794599,2019,Hà Nội,Passio,Good place for relaxing,Passio
818791,2019,Cần Thơ,Other,Convenient location,Other
833469,2019,Hồ Chí Minh,Street,Feel I belong here,Street
837171,2019,Hồ Chí Minh,The Coffee House,Nice environment design,The Coffee House
112210,2017,Hải Phòng,Indepedent Cafe,"Good other beverages (other than coffee, tea & ice-blended)",Indepedent Cafe
134490,2017,Hồ Chí Minh,Highlands Coffee,Good coffee taste,Highlands Coffee
454506,2018,Nha Trang,Other 2,Comfortable and relaxing environment,Other 2
387932,2018,Cần Thơ,Other 1,Good place for socializing with family,Other 1
138598,2017,Hồ Chí Minh,Indepedent Cafe,Feel I belong here,Indepedent Cafe
134823,2017,Đà Nẵng,Indepedent Cafe,High speed of internet,Indepedent Cafe
377849,2018,Cần Thơ,Street / Half street coffee (including carts),Good value for money,Street / Half street coffee (including carts)
447179,2018,Hồ Chí Minh,Trung Nguyên,Recommended by others,Trung Nguyên
754301,2019,Hồ Chí Minh,Highlands Coffee,Recommended by others,Highlands Coffee
138666,2017,Hà Nội,Indepedent Cafe,Good coffee taste,Indepedent Cafe
411334,2018,Hà Nội,Urban Station,Good coffee taste,Urban Station
449622,2018,Hồ Chí Minh,Starbucks,Feel I belong here,Starbucks
828582,2019,Cần Thơ,Highlands Coffee,Convenient location,Highlands Coffee
122079,2017,Hải Phòng,Highlands Coffee,Popular brand,Highlands Coffee
435969,2018,Hà Nội,Other 2,"Good other beverages (other than coffee, tea & ice-blended)",Other 2
826092,2019,Hải Phòng,Other,Good tea taste,Other
434000,2018,Nha Trang,Other 1,Clean,Other 1
853765,2019,Hà Nội,Highlands Coffee,Good place for relaxing,Highlands Coffee
124735,2017,Hồ Chí Minh,Trung Nguyên,Good place for socializing,Trung Nguyên
452761,2018,Hà Nội,Cộng Cà Phê,"Good other beverages (other than coffee, tea & ice-blended)",Cộng Cà Phê
458904,2018,Nha Trang,Other 3,Clean,Other 3
135077,2017,Hà Nội,Highlands Coffee,Clean,Highlands Coffee
133379,2017,Hồ Chí Minh,Highlands Coffee,Popular brand,Highlands Coffee
138166,2017,Đà Nẵng,Trung Nguyên,High speed of internet,Trung Nguyên
837652,2019,Hồ Chí Minh,Street,Clean,Street
97493,2017,Hà Nội,Urban Station,Clean,Urban Station
846057,2019,Hải Phòng,Other,Good coffee taste,Other
138304,2017,Hồ Chí Minh,Trung Nguyên,High speed of internet,Trung Nguyên
840038,2019,Cần Thơ,Other,Trusted brand,Other
121219,2017,Hà Nội,Street / Half street coffee (including carts),Good value for money,Street / Half street coffee (including carts)
828243,2019,Hà Nội,The Coffee House,High speed of internet,The Coffee House
138867,2017,Hà Nội,Highlands Coffee,"Good other beverages (other than coffee, tea & ice-blended)",Highlands Coffee
380837,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Good place for socializing with colleagues,Street / Half street coffee (including carts)
825054,2019,Đà Nẵng,Street,Friendly staff,Street
769392,2019,Hải Phòng,Starbucks,Popular brand,Starbucks
435166,2018,Hà Nội,Highlands Coffee,Quick speed of service,Highlands Coffee
454854,2018,Hà Nội,Highlands Coffee,Nice environment design,Highlands Coffee
808104,2019,Hải Phòng,Highlands Coffee,Good place for working / business meeting,Highlands Coffee
457287,2018,Hồ Chí Minh,The Coffee House,Good place for socializing with friends,The Coffee House
433037,2018,Đà Nẵng,Long Cafe,Friendly staff,Long Cafe
349532,2018,Hồ Chí Minh,Other 1,Convenient location,Other 1
449059,2018,Hồ Chí Minh,Phúc Long,Have new product regularly,Phúc Long
386647,2018,Hồ Chí Minh,The Coffee House,Nice environment design,The Coffee House
800394,2019,Nha Trang,Mê Trang,Comfortable and relaxing environment,Mê Trang
104707,2017,Cần Thơ,Indepedent Cafe,Nice environment design,Indepedent Cafe
814913,2019,Hồ Chí Minh,The Coffee House,Nice environment design,The Coffee House
134439,2017,Hải Phòng,Indepedent Cafe,Comfortable and relaxing environment,Indepedent Cafe
802889,2019,Hà Nội,Starbucks,Good coffee taste,Starbucks
136069,2017,Hồ Chí Minh,Phúc Long,Good place for socializing,Phúc Long
818581,2019,Đà Nẵng,Other,"Good other beverages (other than coffee, tea & ice-blended)",Other
820345,2019,Hồ Chí Minh,Highlands Coffee,Good place for socializing with colleagues,Highlands Coffee
138484,2017,Hà Nội,Cộng Cà Phê,Delicious food,Cộng Cà Phê
114608,2017,Hải Phòng,Indepedent Cafe,Convenient location,Indepedent Cafe
140408,2017,Hà Nội,Indepedent Cafe,Convenient location,Indepedent Cafe
139027,2017,Hà Nội,Indepedent Cafe,Good place for relaxing,Indepedent Cafe
441097,2018,Nha Trang,Other 1,Nice environment design,Other 1
795365,2019,Hà Nội,Aha Cafe,Friendly staff,Aha Cafe
458247,2018,Hồ Chí Minh,Coffee Bean & Tea Leaf,Good place for socializing with friends,Coffee Bean & Tea Leaf
446301,2018,Hà Nội,Other 1,Good place for socializing with colleagues,Other 1
845427,2019,Hải Phòng,The Coffee House,Comfortable and relaxing environment,The Coffee House
791730,2019,Hà Nội,Aha Cafe,Good place for relaxing,Aha Cafe
140604,2017,Hà Nội,Street / Half street coffee (including carts),Clean,Street / Half street coffee (including carts)
415474,2018,Cần Thơ,Other 2,Good tea taste,Other 2
118273,2017,Hải Phòng,Highlands Coffee,Feel I belong here,Highlands Coffee
836142,2019,Hồ Chí Minh,The Coffee House,Good place for socializing with colleagues,The Coffee House
803092,2019,Hà Nội,Cộng Cà Phê,Trusted brand,Cộng Cà Phê
730965,2019,Hà Nội,Highlands Coffee,Quick speed of service,Highlands Coffee
748738,2019,Hồ Chí Minh,Coffee Bean & Tea Leaf,Popular brand,Coffee Bean & Tea Leaf
807602,2019,Hải Phòng,Other,Comfortable and relaxing environment,Other
378334,2018,Cần Thơ,Other 1,High speed of internet,Other 1
98283,2017,Cần Thơ,Indepedent Cafe,Comfortable and relaxing environment,Indepedent Cafe
134353,2017,Hồ Chí Minh,Trung Nguyên,Diversified menu,Trung Nguyên
417743,2018,Cần Thơ,Other 2,Friendly staff,Other 2
820045,2019,Hồ Chí Minh,Phúc Long,"Good other beverages (other than coffee, tea & ice-blended)",Phúc Long
826535,2019,Hồ Chí Minh,Other,Friendly staff,Other
445517,2018,Hồ Chí Minh,Starbucks,Good place for relaxing,Starbucks
444674,2018,Hà Nội,Highlands Coffee,Good music,Highlands Coffee
139987,2017,Hà Nội,Highlands Coffee,Quick speed of service,Highlands Coffee
452199,2018,Hà Nội,Urban Station,Comfortable and relaxing environment,Urban Station
134005,2017,Hồ Chí Minh,Trung Nguyên,Clean,Trung Nguyên
744570,2019,Hồ Chí Minh,Highlands Coffee,Feel I belong here,Highlands Coffee
840384,2019,Cần Thơ,Other,Good place for relaxing,Other
795179,2019,Đà Nẵng,Other,Have new product regularly,Other
135295,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Convenient location,Street / Half street coffee (including carts)
744036,2019,Đà Nẵng,Highlands Coffee,Good coffee taste,Highlands Coffee
802503,2019,Cần Thơ,Street,Quick speed of service,Street
450168,2018,Nha Trang,Street / Half street coffee (including carts),Good music,Street / Half street coffee (including carts)
439175,2018,Hà Nội,Street / Half street coffee (including carts),Friendly staff,Street / Half street coffee (including carts)
440890,2018,Hồ Chí Minh,Street / Half street coffee (including carts),Good place for relaxing,Street / Half street coffee (including carts)
808131,2019,Hà Nội,Passio,Friendly staff,Passio
112535,2017,Hải Phòng,Trung Nguyên,Nice environment design,Trung Nguyên
817624,2019,Nha Trang,Other,Quick speed of service,Other
813675,2019,Hà Nội,Highlands Coffee,Good value for money,Highlands Coffee
750392,2019,Hồ Chí Minh,Đen Đá,Nice environment design,Đen Đá
371208,2018,Hồ Chí Minh,Starbucks,Clean,Starbucks
98100,2017,Cần Thơ,The Coffee House,Good place for relaxing,The Coffee House
139962,2017,Hà Nội,Thức Coffee,Clean,Thức Coffee
430337,2018,Hà Nội,Aha Cafe,Convenient location,Aha Cafe
824937,2019,Hải Phòng,Other,High speed of internet,Other
731177,2019,Đà Nẵng,The Coffee House,Good music,The Coffee House
450806,2018,Hà Nội,Other 2,Good place for relaxing,Other 2
800630,2019,Hồ Chí Minh,Highlands Coffee,Good place for studying,Highlands Coffee
414173,2018,Hồ Chí Minh,Trung Nguyên,Good place for socializing with colleagues,Trung Nguyên
92616,2017,Hồ Chí Minh,Trung Nguyên,Good music,Trung Nguyên
443626,2018,Hải Phòng,Other 1,Good coffee taste,Other 1
95847,2017,Hồ Chí Minh,Street / Half street coffee (including carts),Feel I belong here,Street / Half street coffee (including carts)
109199,2017,Hà Nội,Starbucks,Feel I belong here,Starbucks
449969,2018,Hà Nội,Trung Nguyên,Good value for money,Trung Nguyên
745753,2019,Đà Nẵng,Other,Good place for relaxing,Other
443720,2018,Hà Nội,Trung Nguyên,High speed of internet,Trung Nguyên
445034,2018,Cần Thơ,Other 1,Good coffee taste,Other 1
447275,2018,Hà Nội,Aha Cafe,Good place for socializing with family,Aha Cafe
